Jun 13 08:54:13 raspberrypi pthread_128[3084]: [COURSE:1][ASSIGNMENT: 3]: Thread idx=46, sum[1...46] =-1035
Jun 13 08:54:13 raspberrypi pthread_128[3084]: [COURSE:1][ASSIGNMENT: 3]: Thread idx=47, sum[1...47] =-1081
Jun 13 08:54:13 raspberrypi pthread_128[3084]: [COURSE:1][ASSIGNMENT: 3]: Thread idx=48, sum[1...48] =-1128
Jun 13 08:54:13 raspberrypi pthread_128[3084]: [COURSE:1][ASSIGNMENT: 3]: Thread idx=49, sum[1...49] =-1176
Jun 13 08:54:13 raspberrypi pthread_128[3084]: [COURSE:1][ASSIGNMENT: 3]: Thread idx=50, sum[1...50] =-1225
Jun 13 08:54:13 raspberrypi pthread_128[3084]: [COURSE:1][ASSIGNMENT: 3]: Thread idx=51, sum[1...51] =-1275
Jun 13 08:54:13 raspberrypi pthread_128[3084]: [COURSE:1][ASSIGNMENT: 3]: Thread idx=52, sum[1...52] =-1326
Jun 13 08:54:13 raspberrypi pthread_128[3084]: [COURSE:1][ASSIGNMENT: 3]: Thread idx=53, sum[1...53] =-1378
Jun 13 08:54:13 raspberrypi pthread_128[3084]: [COURSE:1][ASSIGNMENT: 3]: Thread idx=54, sum[1...54] =-1431
Jun 13 08:54:13 raspberrypi pthread_128[3084]: [COURSE:1][ASSIGNMENT: 3]: Thread idx=55, sum[1...55] =-1485
Jun 13 08:54:13 raspberrypi pthread_128[3084]: [COURSE:1][ASSIGNMENT: 3]: Thread idx=56, sum[1...56] =-1540
Jun 13 08:54:13 raspberrypi pthread_128[3084]: [COURSE:1][ASSIGNMENT: 3]: Thread idx=57, sum[1...57] =-1596
Jun 13 08:54:13 raspberrypi pthread_128[3084]: [COURSE:1][ASSIGNMENT: 3]: Thread idx=58, sum[1...58] =-1653
Jun 13 08:54:13 raspberrypi pthread_128[3084]: [COURSE:1][ASSIGNMENT: 3]: Thread idx=59, sum[1...59] =-1711
Jun 13 08:54:13 raspberrypi pthread_128[3084]: [COURSE:1][ASSIGNMENT: 3]: Thread idx=60, sum[1...60] =-1770
Jun 13 08:54:13 raspberrypi pthread_128[3084]: [COURSE:1][ASSIGNMENT: 3]: Thread idx=61, sum[1...61] =-1830
Jun 13 08:54:13 raspberrypi pthread_128[3084]: [COURSE:1][ASSIGNMENT: 3]: Thread idx=62, sum[1...62] =-1891
Jun 13 08:54:13 raspberrypi pthread_128[3084]: [COURSE:1][ASSIGNMENT: 3]: Thread idx=63, sum[1...63] =-1953
Jun 13 08:54:13 raspberrypi pthread_128[3084]: [COURSE:1][ASSIGNMENT: 3]: Thread idx=64, sum[1...64] =-2016
Jun 13 08:54:13 raspberrypi pthread_128[3084]: [COURSE:1][ASSIGNMENT: 3]: Thread idx=65, sum[1...65] =-2080
Jun 13 08:54:13 raspberrypi pthread_128[3084]: [COURSE:1][ASSIGNMENT: 3]: Thread idx=66, sum[1...66] =-2145
Jun 13 08:54:13 raspberrypi pthread_128[3084]: [COURSE:1][ASSIGNMENT: 3]: Thread idx=67, sum[1...67] =-2211
Jun 13 08:54:13 raspberrypi pthread_128[3084]: [COURSE:1][ASSIGNMENT: 3]: Thread idx=68, sum[1...68] =-2278
Jun 13 08:54:13 raspberrypi pthread_128[3084]: [COURSE:1][ASSIGNMENT: 3]: Thread idx=69, sum[1...69] =-2346
Jun 13 08:54:13 raspberrypi pthread_128[3084]: [COURSE:1][ASSIGNMENT: 3]: Thread idx=70, sum[1...70] =-2415
Jun 13 08:54:13 raspberrypi pthread_128[3084]: [COURSE:1][ASSIGNMENT: 3]: Thread idx=71, sum[1...71] =-2485
Jun 13 08:54:13 raspberrypi pthread_128[3084]: [COURSE:1][ASSIGNMENT: 3]: Thread idx=72, sum[1...72] =-2556
